name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
btorneo,"Bubble Torneo","200?",-,-,-,-,YES,NO,NO,NO,NO,"itgambl2.cpp",PRELIMINARE,RASTER,"0",512,256,HORIZONTAL,"itgambl2.cpp"
bubbletr,"Bubble Trouble - Golly Ghost 2 (World, Rev B)","1992",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"180",288,224,HORIZONTAL,"namcos2.cpp"
bubbles,Bubbles,"1982",Williams,-,-,-,YES,NO,NO,NO,NO,williams.cpp,BUONO,RASTER,"0",292,240,HORIZONTAL,williams.cpp
buccanrs,"Buccaneers (set 1)","1989",Duintronic,-,-,-,YES,NO,NO,NO,NO,vigilant.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,vigilant.cpp
buckrog,"Buck Rogers: Planet of Zoom","1982",Sega,-,-,buckrog,YES,NO,NO,NO,NO,turbo.cpp,INCOMPLETO,RASTER,"0",512,224,HORIZONTAL,turbo.cpp
bucky,"Bucky O'Hare (ver EAB)","1992",Konami,-,-,-,YES,NO,NO,NO,NO,moo.cpp,INCOMPLETO,RASTER,"0",384,224,HORIZONTAL,moo.cpp
buggyboy,"Buggy Boy/Speed Buggy (cockpit, rev. D)","1985",Tatsumi,-,-,-,YES,NO,NO,NO,NO,"tx1.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"tx1.cpp"
buggychl,"Buggy Challenge","1984","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,buggychl.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,buggychl.cpp
bullfgtr,"Bull Fighter","1984","Alpha Denshi Co.",-,-,equites,YES,NO,NO,NO,NO,equites.cpp,INCOMPLETO,RASTER,"90",256,208,VERTICAL,equites.cpp
bullet,"Bullet (FD1094 317-0041)","1987",Sega,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
bullfgt,"Bullfight (315-5065)","1984","Coreland / Sega",-,-,-,YES,NO,NO,NO,NO,"system1.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"system1.cpp"
bullsdrt,"Bulls Eye Darts","1985","Shinkai Inc. (Magic Electronics Inc. license)",-,-,-,YES,NO,NO,NO,NO,centiped.cpp,PRELIMINARE,RASTER,"270",256,240,VERTICAL,centiped.cpp
btime,"Burger Time (Data East set 1)","1982","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,btime.cpp,BUONO,RASTER,"270",240,240,VERTICAL,btime.cpp
cbtime,"Burger Time (DECO Cassette) (US)","1983","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,decocass.cpp
burglarx,"Burglar X","1997",Unico,-,-,-,YES,NO,NO,NO,NO,unico.cpp,BUONO,RASTER,"0",384,224,HORIZONTAL,unico.cpp
buriki,"Buriki One (rev.B)","1999",SNK,"hng64",-,-,YES,NO,NO,NO,NO,"hng64.cpp",PRELIMINARE,RASTER,"0",512,448,HORIZONTAL,"hng64.cpp"
brubber,"Burnin' Rubber","1982","Data East",-,-,-,YES,NO,NO,NO,NO,btime.cpp,BUONO,RASTER,"270",256,240,VERTICAL,btime.cpp
cburnrub,"Burnin' Rubber (DECO Cassette) (US) (set 1)","1982","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,decocass.cpp
burningf,"Burning Fight (NGM-018 ~ NGH-018)","1991",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
burnforc,"Burning Force (Japan, new version (Rev C))","1989",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namcos2.cpp"
brival,"Burning Rival (World)","1992",Sega,-,-,-,YES,NO,NO,NO,NO,"segas32.cpp",INCOMPLETO,RASTER,"0",416,224,HORIZONTAL,"segas32.cpp"
"bam2","Bust a Move 2 - Dance Tengoku Mix (Japanese ROM ver. 1999/07/17 10:00:00)","1999","Metro / Enix / Namco","coh1002e",-,-,YES,NO,NO,NO,YES,zn.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,zn.cpp
butasan,"Butasan - Pig's & Bomber's (Japan, English)","1987","NMK (Jaleco license)",-,-,-,YES,NO,NO,NO,NO,argus.cpp,INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,argus.cpp
bygone,"Bygone (prototype)","1985","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,lkage.cpp,INCOMPLETO,RASTER,"0",240,224,HORIZONTAL,lkage.cpp
cabal,"Cabal (World, Joystick)","1988","TAD Corporation",-,-,-,YES,NO,NO,NO,NO,cabal.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,cabal.cpp
cachat,"Cachat (Japan)","1993","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,taito_l.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,taito_l.cpp
cadash,"Cadash (World)","1989","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,asuka.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,asuka.cpp
dino,"Cadillacs and Dinosaurs (World 930201)","1993",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps1.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps1.cpp"
calcune,"Calcune (Japan, prototype)","1996",Yuvo,-,-,-,YES,NO,NO,NO,NO,calcune.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,calcune.cpp
"calibr50","Caliber 50 (Ver. 1.01)","1989","Athena / Seta",-,-,-,YES,NO,NO,NO,NO,seta.cpp,BUONO,RASTER,"270",384,240,VERTICAL,seta.cpp
calchase,"California Chase","1999","The Game Room",-,-,-,YES,NO,NO,NO,YES,calchase.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,calchase.cpp
mt_calga,"California Games (Mega-Tech)","1991",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
calspeed,"California Speed (Version 2.1a Apr 17 1998, GUTS 1.25 Apr 17 1998 / MAIN Apr 17 1998)","1998","Atari Games",-,-,-,YES,NO,NO,NO,YES,seattle.cpp,BUONO,RASTER,"0",640,480,HORIZONTAL,seattle.cpp
calipso,Calipso,"1982","Tago Electronics",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian.cpp
calorie,"Calorie Kun vs Moguranian","1986",Sega,-,-,-,YES,NO,NO,NO,NO,calorie.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,calorie.cpp
cameltry,"Cameltry (US, YM2610)","1989","Taito America Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"taito_f2.cpp"
candy,"Candy Candy","1999",Eolith,-,-,-,YES,NO,NO,NO,NO,eolith.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,eolith.cpp
cndypuzl,"Candy Puzzle (v1.0)","1995","CD Express",cubo,-,-,YES,NO,NO,NO,YES,cubo.cpp,INCOMPLETO,RASTER,"0",724,567,HORIZONTAL,cubo.cpp
cane,"Cane (prototype)","1979?","Model Racing",-,-,-,YES,NO,NO,NO,NO,"8080bw.cpp",INCOMPLETO,RASTER,"0",260,224,HORIZONTAL,"8080bw.cpp"
cannonbp,"Cannon Ball (Pac-Man Hardware)","1985",Novomatic,-,-,-,YES,NO,NO,NO,NO,pacman.cpp,PRELIMINARE,RASTER,"90",288,224,VERTICAL,pacman.cpp
cannball,"Cannon Ball (Yun Sung, horizontal)","1995","Yun Sung / Soft Vision",-,-,-,YES,NO,NO,NO,NO,"yunsung8.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"yunsung8.cpp"
cspike,"Cannon Spike / Gun Spike","2000","Psikyo / Capcom",naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
cball,"Cannonball (Atari, prototype)","1976",Atari,-,-,-,YES,NO,NO,NO,NO,cball.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,cball.cpp
canvas,"Canvas Croquis","1985",SNK,-,-,-,YES,NO,NO,NO,NO,mainsnk.cpp,BUONO,RASTER,"0",288,216,HORIZONTAL,mainsnk.cpp
canyon,"Canyon Bomber","1977",Atari,-,-,-,YES,NO,NO,NO,NO,canyon.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,canyon.cpp
cbasebal,"Capcom Baseball (Japan)","1989",Capcom,-,-,-,YES,NO,NO,NO,NO,cbasebal.cpp,BUONO,RASTER,"0",384,224,HORIZONTAL,cbasebal.cpp
capbowl,"Capcom Bowling (set 1)","1988","Incredible Technologies / Capcom",-,-,-,YES,NO,NO,NO,NO,capbowl.cpp,BUONO,RASTER,"270",360,245,VERTICAL,capbowl.cpp
fghtjam,"Capcom Fighting Jam (JAM1 Ver. A)","2004","Capcom / Namco","sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namcops2.cpp"
csclub,"Capcom Sports Club (Euro 971017)","1997",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps2.cpp"
"cvs2","Capcom Vs. SNK 2 Mark Of The Millennium 2001 (USA) (GDL-0008)","2001","Capcom / SNK",naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
capsnk,"Capcom Vs. SNK Millennium Fight 2000 (Rev C)","2000","Capcom / SNK",naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
cvsgd,"Capcom Vs. SNK Millennium Fight 2000 Pro (Japan) (GDL-0004)","2001","Capcom / SNK",naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
captaven,"Captain America and The Avengers (Asia Rev 1.4)","1991","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,"deco32.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"deco32.cpp"
captcomm,"Captain Commando (World 911202)","1991",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps1.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps1.cpp"
csilver,"Captain Silver (World)","1987","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,"dec8.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"dec8.cpp"
pc_cshwk,"Captain Sky Hawk (PlayChoice-10)","1989","Rare (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
ctomaday,"Captain Tomaday","1999",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
carhntds,"Car Hunt / Deep Scan (France)","1979",Sega,-,-,-,YES,NO,NO,NO,NO,vicdual.cpp,PRELIMINARE,RASTER,"270",256,224,VERTICAL,vicdual.cpp
carjmbre,"Car Jamboree","1983","Omori Electric Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,carjmbre.cpp,INCOMPLETO,RASTER,"90",256,224,VERTICAL,carjmbre.cpp
carpolo,"Car Polo","1977",Exidy,-,-,-,YES,NO,NO,NO,NO,carpolo.cpp,PRELIMINARE,RASTER,"0",240,256,HORIZONTAL,carpolo.cpp
carket,"Carket Ball","1996",SemiCom,-,-,-,YES,NO,NO,NO,NO,tumbleb.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,tumbleb.cpp
carnevil,"CarnEvil (v1.0.3)","1998","Midway Games",-,-,-,YES,NO,NO,NO,YES,seattle.cpp,BUONO,RASTER,"0",640,480,HORIZONTAL,seattle.cpp
carnival,"Carnival (upright, AY8912 music)","1980",Sega,-,-,carnival,YES,NO,NO,NO,NO,vicdual.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,vicdual.cpp
carnking,"Carnival King (v1.00.11)","2002","Incredible Technologies",iteagle,-,-,YES,NO,NO,NO,YES,iteagle.cpp,BUONO,RASTER,"0",512,384,HORIZONTAL,iteagle.cpp
carrera,"Carrera (Version 6.7)","19??","BS Electronics",-,-,-,YES,NO,NO,NO,NO,carrera.cpp,BUONO,RASTER,"0",512,256,HORIZONTAL,carrera.cpp
cawing,"Carrier Air Wing (World 901012)","1990",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps1.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps1.cpp"
cartfury,"CART Fury Championship Racing (ver 1.00)","2000","Midway Games",-,-,-,YES,NO,NO,NO,YES,vegas.cpp,BUONO,RASTER,"0",640,480,HORIZONTAL,vegas.cpp
casanova,Casanova,"199?",Promat,-,-,-,YES,NO,NO,NO,NO,"3x3puzzl.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"3x3puzzl.cpp"
cdracula,"Castle Of Dracula","1994","Yun Sung (Escape license)",-,-,-,YES,NO,NO,NO,NO,dynax.cpp,BUONO,RASTER,"0",480,240,HORIZONTAL,dynax.cpp
pc_cvnia,"Castlevania (PlayChoice-10)","1987","Konami (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
catnmous,"Cat and Mouse (type 02 program)","1982",Zaccaria,-,-,-,YES,NO,NO,NO,NO,laserbat.cpp,INCOMPLETO,RASTER,"90",736,247,VERTICAL,laserbat.cpp
catacomb,Catacomb,"1982","MTM Games",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,PRELIMINARE,RASTER,"90",768,224,VERTICAL,galaxian.cpp
catapult,Catapult,"1982","Epos Corporation",-,-,-,YES,NO,NO,NO,NO,epos.cpp,PRELIMINARE,RASTER,"270",272,236,VERTICAL,epos.cpp
catchp,"Catch (prototype)","1977",Atari,-,-,-,YES,NO,NO,NO,NO,avalnche.cpp,PRELIMINARE,RASTER,"0",256,240,HORIZONTAL,avalnche.cpp
cavelon,Cavelon,"1983",Jetsoft,-,-,-,YES,NO,NO,NO,NO,scramble.cpp,BUONO,RASTER,"90",256,224,VERTICAL,scramble.cpp
cninja,"Caveman Ninja (World ver 4)","1991","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,cninja.cpp,INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,cninja.cpp
centiped,"Centipede (revision 4)","1980",Atari,-,-,-,YES,NO,NO,NO,NO,centiped.cpp,BUONO,RASTER,"270",256,240,VERTICAL,centiped.cpp
"cmmb103","Centipede / Millipede / Missile Command (rev 1.03)","2001","Cosmodog / Team Play (licensed from Infogrames via Midway Games West)",-,-,-,YES,NO,NO,NO,NO,cmmb.cpp,PRELIMINARE,RASTER,"270",256,240,VERTICAL,cmmb.cpp
"cmmb162","Centipede / Millipede / Missile Command / Let's Go Bowling (rev 1.62)","2002","Cosmodog / Team Play (licensed from Infogrames via Midway Games West)",-,-,-,YES,NO,NO,NO,NO,cmmb.cpp,PRELIMINARE,RASTER,"270",256,240,VERTICAL,cmmb.cpp
cerberus,Cerberus,"1985",Cinematronics,-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,leland.cpp
chaknpop,"Chack'n Pop","1983","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,chaknpop.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,chaknpop.cpp
chainrec,"Chain Reaction (World, Version 2.2, 1995.09.25)","1995","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,"simpl156.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"simpl156.cpp"
challeng,Challenger,"1981","Game Plan (Centuri license)",-,-,-,YES,NO,NO,NO,NO,gameplan.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,gameplan.cpp
chameleo,Chameleon,"1983",Jaleco,-,-,-,YES,NO,NO,NO,NO,lasso.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,lasso.cpp
"cham24","Chameleon 24","2002",bootleg,-,-,-,YES,NO,NO,NO,NO,"cham24.cpp",PRELIMINARE,RASTER,"0",256,240,HORIZONTAL,"cham24.cpp"
"chamrx1","Chameleon RX-1","2003","Digital Sunnil (Covielsa license)",-,-,-,YES,NO,NO,NO,YES,"chameleonrx1.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"chameleonrx1.cpp"
champbas,"Champion Base Ball","1983","Alpha Denshi Co. (Sega license)",-,-,-,YES,NO,NO,NO,NO,champbas.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,champbas.cpp
"champbb2","Champion Base Ball Part-2 (set 1)","1983","Alpha Denshi Co. (Sega license)",-,-,-,YES,NO,NO,NO,NO,champbas.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,champbas.cpp
chboxing,"Champion Boxing","1984",Sega,-,-,-,YES,NO,NO,NO,NO,"sg1000a.cpp",BUONO,RASTER,"0",280,216,HORIZONTAL,"sg1000a.cpp"
chwrestl,"Champion Pro Wrestling","1985",Sega,-,-,-,YES,NO,NO,NO,NO,"sg1000a.cpp",BUONO,RASTER,"0",280,216,HORIZONTAL,"sg1000a.cpp"
champwr,"Champion Wrestler (World)","1989","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_l.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,taito_l.cpp
champbwl,"Championship Bowling","1989","Seta / Romstar Inc.",-,-,-,YES,NO,NO,NO,NO,champbwl.cpp,BUONO,RASTER,"270",384,240,VERTICAL,champbwl.cpp
csprint,"Championship Sprint (rev 3)","1986","Atari Games",-,-,-,YES,NO,NO,NO,NO,"atarisy2.cpp",BUONO,RASTER,"0",512,384,HORIZONTAL,"atarisy2.cpp"
chanbara,Chanbara,"1985","Data East",-,-,-,YES,NO,NO,NO,NO,chanbara.cpp,BUONO,RASTER,"270",256,224,VERTICAL,chanbara.cpp
chkun,"Chance Kun (Japan)","1988",Peni,-,-,-,YES,NO,NO,NO,NO,timeplt.cpp,INCOMPLETO,RASTER,"90",256,224,VERTICAL,timeplt.cpp
cairblad,"Change Air Blade (Japan)","1999",Sammy,-,-,-,YES,NO,NO,NO,NO,ssv.cpp,BUONO,RASTER,"270",338,240,VERTICAL,ssv.cpp
changela,"Change Lanes","1983","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,changela.cpp,BUONO,RASTER,"180",256,224,HORIZONTAL,changela.cpp
changes,Changes,"1982",Orca,-,-,-,YES,NO,NO,NO,NO,marineb.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,marineb.cpp
chaosbrk,"Chaos Breaker (v2.02J)","2004","Taito Corporation",-,-,-,YES,NO,NO,NO,YES,taitotx.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,taitotx.cpp
cfield,"Chaos Field (Japan) (GDL-0025)","2004",Able,naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
chaoshea,"Chaos Heat (V2.09O 1998/10/02 17:00)","1998",Taito,"coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,taitogn.cpp
charlien,"Charlie Ninja","1995",Mitchell,-,-,-,YES,NO,NO,NO,NO,"simpl156.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"simpl156.cpp"
cbombers,"Chase Bombers (World)","1994","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,undrfire.cpp,INCOMPLETO,RASTER,"0",320,232,HORIZONTAL,undrfire.cpp
chasehq,"Chase H.Q. (World)","1988","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_z.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,taito_z.cpp
"chasehq2","Chase H.Q. 2 (v2.0.6.JP)","2006","Taito Corporation",-,-,-,YES,NO,NO,NO,YES,taitotx.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,taitotx.cpp
checkman,"Check Man","1982",Zilec-Zenitone,-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian.cpp
checkmat,Checkmate,"1977","Dave Nutting Associates / Midway",-,-,-,YES,NO,NO,NO,NO,"mw8080bw.cpp",INCOMPLETO,RASTER,"0",260,224,HORIZONTAL,"mw8080bw.cpp"
cheekyms,"Cheeky Mouse","1980",Universal,-,-,-,YES,NO,NO,NO,NO,cheekyms.cpp,INCOMPLETO,RASTER,"270",256,192,VERTICAL,cheekyms.cpp
cheesech,"Cheese Chase","1994","Art & Magic",-,-,-,YES,NO,NO,NO,NO,artmagic.cpp,BUONO,RASTER,"0",320,256,HORIZONTAL,artmagic.cpp
chelnov,"Chelnov - Atomic Runner (World)","1988","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,karnov.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,karnov.cpp
chqflag,"Chequered Flag","1988",Konami,-,-,-,YES,NO,NO,NO,NO,chqflag.cpp,PRELIMINARE,RASTER,"90",304,224,VERTICAL,chqflag.cpp
cheyenne,"Cheyenne (version 1.0)","1984",Exidy,-,-,-,YES,NO,NO,NO,NO,"exidy440.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"exidy440.cpp"
cfarm,"Chicken Farm (Version 2.0)","1999","LAI Games",-,-,-,YES,NO,NO,NO,NO,lethalj.cpp,BUONO,RASTER,"90",512,236,VERTICAL,lethalj.cpp
cshift,"Chicken Shift","1984",Bally/Sente,-,-,-,YES,NO,NO,NO,NO,balsente.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,balsente.cpp
chiller,"Chiller (version 3.0)","1986",Exidy,-,-,-,YES,NO,NO,NO,NO,"exidy440.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"exidy440.cpp"
chimerab,"Chimera Beast (Japan, prototype)","1993",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"megasys1.cpp"
chinagat,"China Gate (US)","1988","Technos Japan (Taito / Romstar license)",-,-,-,YES,NO,NO,NO,NO,chinagat.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,chinagat.cpp
chinatwn,"China Town (Japan)","1991","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,supbtime.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,supbtime.cpp
chinhero,"Chinese Hero","1984",Taiyo,-,-,-,YES,NO,NO,NO,NO,shangkid.cpp,BUONO,RASTER,"90",288,224,VERTICAL,shangkid.cpp
pc_rrngr,"Chip'n Dale: Rescue Rangers (PlayChoice-10)","1990","Capcom USA (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
chokchok,"Choky! Choky!","1995",SemiCom,-,-,-,YES,NO,NO,NO,NO,tumbleb.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,tumbleb.cpp
choplift,"Choplifter (8751 315-5151)","1985","Sega (licensed from Dan Gorlin)",-,-,-,YES,NO,NO,NO,NO,"system1.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"system1.cpp"
chopper,"Chopper I (US Ver 2)","1988",SNK,-,-,-,YES,NO,NO,NO,NO,snk.cpp,BUONO,RASTER,"270",400,224,VERTICAL,snk.cpp
choroqhr,"Choro Q Hyper Racing 5 (J 981230 V1.000)","1998","Sega / Takara",stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,PRELIMINARE,RASTER,"0",352,224,HORIZONTAL,stv.cpp
ironclad,"Choutetsu Brikin'ger / Iron Clad (prototype)","1996",Saurus,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
cecmatch,"ChuckECheese's Match Game","1993","Coastal Amusements",-,-,-,YES,NO,NO,NO,NO,dcheese.cpp,BUONO,RASTER,"0",360,240,HORIZONTAL,dcheese.cpp
chukatai,"Chuka Taisen (World) (P0-028-A PCB)","1988","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,tnzs.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,tnzs.cpp
"dw2001","Chuugokuryuu 2001 [Dragon World 2001] (V100 02/21/01 16:05:16, Japan)","2001",IGS,pgm,-,-,YES,NO,NO,NO,NO,pgm.cpp,INCOMPLETO,RASTER,"0",448,224,HORIZONTAL,pgm.cpp
circus,"Circus / Acrobat TV","1977","Exidy / Taito",-,-,circus,YES,NO,NO,NO,NO,circus.cpp,INCOMPLETO,RASTER,"0",248,256,HORIZONTAL,circus.cpp
circusc,"Circus Charlie (level select, set 1)","1984",Konami,-,-,-,YES,NO,NO,NO,NO,circusc.cpp,BUONO,RASTER,"90",256,224,VERTICAL,circusc.cpp
cischeat,"Cisco Heat","1990",Jaleco,-,-,-,YES,NO,NO,NO,NO,cischeat.cpp,INCOMPLETO,RASTER,"0",256,216,HORIZONTAL,cischeat.cpp
"fisco400","Cisco/Fisco 400 [TTL]","1977",Taito,-,-,-,YES,NO,NO,NO,NO,taitottl.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,taitottl.cpp
citybomb,"City Bomber (World)","1987",Konami,-,-,-,YES,NO,NO,NO,NO,nemesis.cpp,BUONO,RASTER,"270",256,224,VERTICAL,nemesis.cpp
citycon,"City Connection (set 1)","1985",Jaleco,-,-,-,YES,NO,NO,NO,NO,citycon.cpp,BUONO,RASTER,"0",240,224,HORIZONTAL,citycon.cpp
ckidzo,"Ckidzo [TTL]","1976",Meadows,-,-,-,YES,NO,NO,NO,NO,meadwttl.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,meadwttl.cpp
clshroad,Clash-Road,"1986","Woodplace Inc.",-,-,-,YES,NO,NO,NO,NO,clshroad.cpp,BUONO,RASTER,"0",288,224,HORIZONTAL,clshroad.cpp
claypign,"Clay Pigeon (version 2.0)","1986",Exidy,-,-,-,YES,NO,NO,NO,NO,"exidy440.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"exidy440.cpp"
clayshoo,"Clay Shoot","1979","Allied Leisure",-,-,-,YES,NO,NO,NO,NO,clayshoo.cpp,PRELIMINARE,RASTER,"0",256,192,HORIZONTAL,clayshoo.cpp
claybust,Claybuster,"1978","Model Racing",-,-,-,YES,NO,NO,NO,NO,"8080bw.cpp",PRELIMINARE,RASTER,"0",260,224,HORIZONTAL,"8080bw.cpp"
cleanswp,"Clean Sweep [TTL]","1974",Ramtek,-,-,-,YES,NO,NO,NO,NO,ramtek.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,ramtek.cpp
cleopatr,"Cleopatra Fortune (Ver 2.1J 1996/09/05)","1996","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,"taito_f3.cpp"
